Tipo Istituto,Codice,Denominazione,Indirizzo,CAP,Comune,E-mail,Telefono
ISTITUTO COMPRENSIVO,ENIC825001,CHINNICI-RONCALLI,VIA PETRARCA SNC,94015,PIAZZA ARMERINA,ENIC825001@istruzione.it,0935680688
ISTITUTO COMPRENSIVO,ENIC82600R,FALCONE-CASCINO,VIA GEN. CIANCIO N.15,94015,PIAZZA ARMERINA,ENIC82600R@istruzione.it,0935682023
ISTITUTO COMPRENSIVO,ENIC82700L,CARMINE DI NICOSIA,PIAZZA MARCONI 6,94014,NICOSIA,ENIC82700L@istruzione.it,0935638702
ISTITUTO COMPRENSIVO,ENIC82800C,"I. C. ""FERMI-LEOPARDI""","VIA G. LEOPARDI, 12",94010,CENTURIPE,ENIC82800C@istruzione.it,0935917121
ISTITUTO SUPERIORE,ENIS00200C,GIOVANNI FALCONE - BARRAFRANCA,VIA PIO LA TORRE 11,94012,BARRAFRANCA,ENIS00200C@istruzione.it,0934468353
ISTITUTO SUPERIORE,ENIS004004,"""FEDERICO II"" - ENNA","VIA NICOSIA, 2",94100,ENNA,ENIS004004@istruzione.it,0935500924
ISTITUTO SUPERIORE,ENIS00600Q,ALESSANDRO VOLTA - NICOSIA,VIALE VITTORIO VENETO 59,94014,NICOSIA,ENIS00600Q@istruzione.it,0935639815
ISTITUTO SUPERIORE,ENIS00700G,E. MAIORANA - GEN. A.CASCINO - P. ARM.,PIAZZA SENATORE MARESCALCHI,94015,PIAZZA ARMERINA,ENIS00700G@istruzione.it,0935683659
ISTITUTO SUPERIORE,ENIS00800B,FORTUNATO   FEDELE - AGIRA,PIAZZA EUROPA,94011,AGIRA,ENIS00800B@istruzione.it,0935691529
ISTITUTO SUPERIORE,ENIS011007,NAPOLEONE COLAJANNI,VIA VALVERDE 1,94100,ENNA,ENIS011007@istruzione.it,0935531716
ISTITUTO SUPERIORE,ENIS017006,LEONARDO DA VINCI - PIAZZA ARMERINA,VIA VITTORIO ALFIERI N.6,94015,PIAZZA ARMERINA,ENIS017006@istruzione.it,0935682124
ISTITUTO SUPERIORE,ENIS018002,"""ENRICO MEDI"" - LEONFORTE",VIA ANTONIO VIVALDI 2,94013,LEONFORTE,ENIS018002@istruzione.it,0935901070
ISTITUTO SUPERIORE,ENIS01900T,"""FRATELLI TESTA"" - NICOSIA",VIALE ITRIA N. 2-2/A,94014,NICOSIA,ENIS01900T@istruzione.it,0935647258
ISTITUTO SUPERIORE,ENIS02100T,"""ABRAMO LINCOLN"" - ENNA","VIA SALVATORE MAZZA, 3/5",94100,ENNA,ENIS02100T@istruzione.it,0935531402
LICEO SCIENTIFICO,ENPS01000R,LS PIETRO FARINATO - ENNA,"VIALE DIAZ, 61",94100,ENNA,ENPS01000R@istruzione.it,093526865
DIREZIONE DIDATTICA,MEEE06000T,DIR.DID.S.TERESA RIVA,VIA F. CRISPI 435,98028,SANTA TERESA DI RIVA,MEEE06000T@istruzione.it,0942791410
ISTITUTO COMPRENSIVO,MEIC813006,IC CAPIZZI - CESARO',VIA ROMA 10,98031,CAPIZZI,MEIC813006@istruzione.it,0935933022
ISTITUTO COMPRENSIVO,MEIC814002,TUSA,VIA ROMA N. 1,98079,TUSA,MEIC814002@istruzione.it,0921330044
ISTITUTO COMPRENSIVO,MEIC81600N,I. C. NOVARA DI SICILIA,"VIA MICHELANGELO, 32",98058,NOVARA DI SICILIA,MEIC81600N@istruzione.it,0941650032
ISTITUTO COMPRENSIVO,MEIC81700D,LIPARI,VIA CARNEVALE,98055,LIPARI,MEIC81700D@istruzione.it,0909887714
ISTITUTO COMPRENSIVO,MEIC818009,ISOLE EOLIE,VIA STRADALE,98055,LIPARI,MEIC818009@istruzione.it,0909812222
ISTITUTO COMPRENSIVO,MEIC819005,IC VILLAFRANCA TIRRENA,"VIA SAN GIUSEPPE CALASANZIO, 17",98049,VILLAFRANCA TIRRENA,MEIC819005@istruzione.it,090334517
ISTITUTO COMPRENSIVO,MEIC820009,"I.C.""STEFANO D'ARRIGO"" VENETICO",VIA NAZIONALE,98040,VENETICO,MEIC820009@istruzione.it,0909943168
ISTITUTO COMPRENSIVO,MEIC822001,"N.15 ME ""VITTORINI""",VIA COMUNALE - SS. ANNUNZIATA,98168,MESSINA,MEIC822001@istruzione.it,090356387
ISTITUTO COMPRENSIVO,MEIC82400L,I.C. D'ALCONTRES,"VIA SAN VITO, 29",98051,BARCELLONA POZZO DI GOTTO,MEIC82400L@istruzione.it,0909761049
ISTITUTO COMPRENSIVO,MEIC82500C,I.C. FOSCOLO,PIAZZA S. ANTONINO,98051,BARCELLONA POZZO DI GOTTO,MEIC82500C@istruzione.it,0909702519
ISTITUTO COMPRENSIVO,MEIC826008,ACQUEDOLCI,"VIA A. DIAZ, 66",98070,ACQUEDOLCI,MEIC826008@istruzione.it,0941726102
ISTITUTO COMPRENSIVO,MEIC827004,I.C. B.GENOVESE,VIA IMMACOLATA 278,98051,BARCELLONA POZZO DI GOTTO,MEIC827004@istruzione.it,0909797427
ISTITUTO COMPRENSIVO,MEIC83000X,"I. C.  N. 2 ""GIOVANNI PAOLO II""","VIA TORRENTE FORNO, 58",98071,CAPO D'ORLANDO,MEIC83000X@istruzione.it,0941426051
ISTITUTO COMPRENSIVO,MEIC83200G,I.C. ROCCALUMERA,VIA CAMINITI A.,98027,ROCCALUMERA,MEIC83200G@istruzione.it,0942744138
ISTITUTO COMPRENSIVO,MEIC83300B,I.C. GIARDINI,"VIA LUIGI RIZZO, 26",98035,GIARDINI-NAXOS,MEIC83300B@istruzione.it,09425780513
ISTITUTO COMPRENSIVO,MEIC834007,IST. COMPR. N. 1 CAPO D'ORLANDO,"VIA ROMA, 20/B",98071,CAPO D'ORLANDO,MEIC834007@istruzione.it,0941426696
ISTITUTO COMPRENSIVO,MEIC835003,FRANCAVILLA SICILIA,"VIA NAPOLI, 2",98034,FRANCAVILLA DI SICILIA,MEIC835003@istruzione.it,0942981230
ISTITUTO COMPRENSIVO,MEIC83700P,ALI' TERME,VIA MARIA TERESA FEDERICO S.N.C.,98021,ALI' TERME,MEIC83700P@istruzione.it,0942716646
ISTITUTO COMPRENSIVO,MEIC83800E,CASTELL'UMBERTO,VIA CRISPI,98070,CASTELL'UMBERTO,MEIC83800E@istruzione.it,0941438055
ISTITUTO COMPRENSIVO,MEIC83900A,BROLO,VIA ROMA,98061,BROLO,MEIC83900A@istruzione.it,0941561503
ISTITUTO COMPRENSIVO,MEIC842006,PACE DEL MELA,VIA G. DI VITTORIO 34,98042,PACE DEL MELA,MEIC842006@istruzione.it,0909339059
ISTITUTO COMPRENSIVO,MEIC84400T,ANNA RITA SIDOTI,VIA CALVARIO,98063,GIOIOSA MAREA,MEIC84400T@istruzione.it,0941301121
ISTITUTO COMPRENSIVO,MEIC84600D,TOMMASO AVERSA,"PIAZZA VITTORIO VENETO, N.6",98073,MISTRETTA,MEIC84600D@istruzione.it,0921381041
ISTITUTO COMPRENSIVO,MEIC847009,LONGI,"VIA VITTORIO VENETO, S.N.C.",98070,LONGI,MEIC847009@istruzione.it,0941485153
ISTITUTO COMPRENSIVO,MEIC848005,N.2 PATTI,PIAZZA XXV APRILE,98066,PATTI,MEIC848005@istruzione.it,094122804
ISTITUTO COMPRENSIVO,MEIC849001,N.3 PATTI,"PIAZZA XXV APRILE, 1",98066,PATTI,MEIC849001@istruzione.it,094121408
ISTITUTO COMPRENSIVO,MEIC851001,IC N.2 D'ACQUISTO,VIA CALISPERA,98125,MESSINA,MEIC851001@istruzione.it,090633867
ISTITUTO COMPRENSIVO,MEIC85200R,SAN FILIPPO DEL MELA,VIA SALVO D'ACQUISTO,98044,SAN FILIPPO DEL MELA,MEIC85200R@istruzione.it,090930475
ISTITUTO COMPRENSIVO,MEIC855008,S.LUCIA DEL MELA,VIA STEFANO CATTAFI,98046,SANTA LUCIA DEL MELA,MEIC855008@istruzione.it,090935345
ISTITUTO COMPRENSIVO,MEIC856004,I.C. SANTO STEFANO CAMASTRA,"VIA LIBERTA' , 1",98077,SANTO STEFANO DI CAMASTRA,MEIC856004@istruzione.it,0921331210
ISTITUTO COMPRENSIVO,MEIC85700X,TERME VIGLIATORE,"VIALE DELLE TERME,5",98050,TERME VIGLIATORE,MEIC85700X@istruzione.it,0909781254
ISTITUTO COMPRENSIVO,MEIC85900G,GIOVANNI XXIII VILL. ALDISIO,VIA TAORMINA,98124,MESSINA,MEIC85900G@istruzione.it,0902932457
ISTITUTO COMPRENSIVO,MEIC86100G,"N.13""A.LUCIANI""ME",RIONE GAZZI FUCILE,98147,MESSINA,MEIC86100G@istruzione.it,090687511
ISTITUTO COMPRENSIVO,MEIC86200B,"N.4 ""G.LEOPARDI""ME",PIAZZA STELLA MARIS,98125,MESSINA,MEIC86200B@istruzione.it,0902935502
ISTITUTO COMPRENSIVO,MEIC864003,"I.C. ""LA PIRA - GENTILUOMO"" ME",VIA GEROBINO PILLI CAMARO,98149,MESSINA,MEIC864003@istruzione.it,090673223
ISTITUTO COMPRENSIVO,MEIC86500V,"IST.COM.N.14""S.FRANC.DI PAOLA""",VIA OLIMPIA - SAN LICANDRO,98168,MESSINA,MEIC86500V@istruzione.it,09040868
ISTITUTO COMPRENSIVO,MEIC86600P,"IC ""CANNIZZARO-GALATTI""ME",VIA MARIO GIURBA 2,98123,MESSINA,MEIC86600P@istruzione.it,090716398
ISTITUTO COMPRENSIVO,MEIC86700E,"""MANZONI - DINA E CLARENZA"" ME","VIA GHIBELLINA, 211",98123,MESSINA,MEIC86700E@istruzione.it,0902921015
ISTITUTO COMPRENSIVO,MEIC869006,"N.11""PAINO-GRAV.""ME",PIAZZA VERSACI,98122,MESSINA,MEIC869006@istruzione.it,090713520
ISTITUTO COMPRENSIVO,MEIC871006,"I.C. VILLA LINA-RITIRO""ME",VIA SILA 29,98121,MESSINA,MEIC871006@istruzione.it,090362387
ISTITUTO COMPRENSIVO,MEIC872002,"N.19""E.DA MESSINA""ME",VIA ADOLFO ROMANO SN,98165,MESSINA,MEIC872002@istruzione.it,090392008
ISTITUTO COMPRENSIVO,MEIC87300T,I.C. PASCOLI-CRISPI,"VIA GRAN PRIORATO, 11",98121,MESSINA,MEIC87300T@istruzione.it,090360007
ISTITUTO COMPRENSIVO,MEIC87400N,ISTITUTO COMPRENSIVO - SAPONARA,VIA FIRENZE,98047,SAPONARA,MEIC87400N@istruzione.it,090333120
ISTITUTO COMPRENSIVO,MEIC876009,I.C. DI TORREGROTTA,VIA CROCIERI,98040,TORREGROTTA,MEIC876009@istruzione.it,0909981200
ISTITUTO COMPRENSIVO,MEIC877005,TORRENOVA,VIA G. MARCONI S.N.,98070,TORRENOVA,MEIC877005@istruzione.it,0941785127
ISTITUTO COMPRENSIVO,MEIC878001,RITA LEVI-MONTALCINI,"VIA PROFESSOR PROFETA, 27",98068,SAN PIERO PATTI,MEIC878001@istruzione.it,0941661033
ISTITUTO COMPRENSIVO,MEIC87900R,"N.1 ""CESAREO""S.AGATA MILITELLO","VIA VITTORIO VENETO, 103",98076,SANT'AGATA DI MILITELLO,MEIC87900R@istruzione.it,0941701453
ISTITUTO COMPRENSIVO,MEIC88100R,I.C. CAPUANA,"VIA DEGLI STUDI, 2",98051,BARCELLONA POZZO DI GOTTO,MEIC88100R@istruzione.it,0909703217
ISTITUTO COMPRENSIVO,MEIC88200L,"I.C. N.12""BATTISTI - FOSCOLO""","VIA MANZONI, 66",98121,MESSINA,MEIC88200L@istruzione.it,09048120
ISTITUTO COMPRENSIVO,MEIC88300C,I.C. PRIMO MILAZZO,"VIA DEL QUARTIERE, 26",98057,MILAZZO,MEIC88300C@istruzione.it,0909281409
ISTITUTO COMPRENSIVO,MEIC885004,"N.2""MARCONI""S.AGATA MILIT.","VIA DON BOSCO, 8",98076,SANT'AGATA DI MILITELLO,MEIC885004@istruzione.it,0941701443
ISTITUTO COMPRENSIVO,MEIC88600X,"N.1""FOSCOLO""TAORMINA",VIA DIETRO CAPPUCCINI,98039,TAORMINA,MEIC88600X@istruzione.it,0942628612
ISTITUTO COMPRENSIVO,MEIC88700Q,"I.C.S.  N. 7 ""ENZO DRAGO""  ME",VIA CATANIA 103 IS. 26/C,98124,MESSINA,MEIC88700Q@istruzione.it,0902939556
ISTITUTO COMPRENSIVO,MEIC88900B,I.C.S.TERESA DI RIVA,VIA DELLE COLLINE,98028,SANTA TERESA DI RIVA,MEIC88900B@istruzione.it,0942793140
ISTITUTO COMPRENSIVO,MEIC89100B,I.C. N. 1 TORTORICI,VIA ZAPPULLA 88,98078,TORTORICI,MEIC89100B@istruzione.it,0941421202
ISTITUTO COMPRENSIVO,MEIC893003,"I.C. ""BOER-VERONA TRENTO"" ME","VIA XXIV MAGGIO, 84",98122,MESSINA,MEIC893003@istruzione.it,09042910
ISTITUTO COMPRENSIVO,MEIC89400V,"I.C.""MAZZINI"" MESSINA",VIA ORATORIO S.FRANCESCO,98122,MESSINA,MEIC89400V@istruzione.it,090771810
ISTITUTO COMPRENSIVO,MEIC89600E,I.C.  MAZZINI-GALLO,VIA NATOLI,98123,MESSINA,MEIC89600E@istruzione.it,0902936258
ISTITUTO COMPRENSIVO,MEIC89700A,GIUSEPPE CATALFAMO,"VIA DEI GELSOMINI, 9",98125,MESSINA,MEIC89700A@istruzione.it,090622710
ISTITUTO COMPRENSIVO,MEIC898006,I.C. MILITI,"P.ZZA M. MONTESSORI, 1",98051,BARCELLONA POZZO DI GOTTO,MEIC898006@istruzione.it,0909797797
ISTITUTO COMPRENSIVO,MEIC899002,I.C. BALOTTA,"VIA SALITA II DEL CARMINE, 19",98051,BARCELLONA POZZO DI GOTTO,MEIC899002@istruzione.it,0909761133
ISTITUTO COMPRENSIVO,MEIC8AA00E,I.C. SECONDO MILAZZO,"VIA RISORGIMENTO, 65",98057,MILAZZO,MEIC8AA00E@istruzione.it,0909281240
ISTITUTO COMPRENSIVO,MEIC8AB00A,I.C. TERZO  MILAZZO,"VIA CARRUBARO, 5",98057,MILAZZO,MEIC8AB00A@istruzione.it,0909229481
ISTITUTO COMPRENSIVO,MEIC8AC006,I.C.TREMESTIERI,"S.S.114 KM 5,600",98128,MESSINA,MEIC8AC006@istruzione.it,090622946
ISTITUTO COMPRENSIVO,MEIC8AD002,I.C. S.MARGHERITA MESSINA,PIAZZA POZZO,98142,MESSINA,MEIC8AD002@istruzione.it,090610236
ISTITUTO COMPRENSIVO,MEIC8AE00T,ISTITUTO COMPRENSIVO PARADISO,VIA DEL FANTE N. 18 SS. ANNUNZIATA,98168,MESSINA,MEIC8AE00T@istruzione.it,090357135
ISTITUTO SUPERIORE,MEIS001004,I.S.MISTRETTA MANZONI,VIA NAZIONALE N. 182,98073,MISTRETTA,MEIS001004@istruzione.it,0921381135
ISTITUTO SUPERIORE,MEIS00200X,"I.S.""G.B. IMPALLOMENI""",VIA SPOTO N. 3,98057,MILAZZO,MEIS00200X@istruzione.it,0909224511
ISTITUTO SUPERIORE,MEIS00300Q,"I.I.S. SANT'AGATA DI M.LLO "" L.SCIASCIA""",C/DA MUTI,98076,SANT'AGATA DI MILITELLO,MEIS00300Q@istruzione.it,0941701720
ISTITUTO SUPERIORE,MEIS00800V,IS ISA CONTI ELLER VAINICHER,VIA TORRENTE S.LUCIA,98055,LIPARI,MEIS00800V@istruzione.it,0909811120
ISTITUTO SUPERIORE,MEIS00900P,I.S.MINUTOLI MESSINA,CONTRADA GAZZI FUCILE,98147,MESSINA,MEIS00900P@istruzione.it,0090685800
ISTITUTO SUPERIORE,MEIS01100P,I.S.BARCELLONA FERRARI,VICO PICARDI,98051,BARCELLONA POZZO DI GOTTO,MEIS01100P@istruzione.it,0909702516
ISTITUTO SUPERIORE,MEIS01300A,"I.S.""BISAZZA"" ME",VIALE ANNUNZIATA N.10/A,98168,MESSINA,MEIS01300A@istruzione.it,090358716
ISTITUTO SUPERIORE,MEIS01600T,"I.I.S. ""RENATO GUTTUSO""",VIA XX LUGLIO,98057,MILAZZO,MEIS01600T@istruzione.it,0909282938
ISTITUTO SUPERIORE,MEIS019009,"IST.ISTR.SUP. ""ANTONELLO"" MESSINA",V.LE GIOSTRA N.2,98121,MESSINA,MEIS019009@istruzione.it,0905731583
ISTITUTO SUPERIORE,MEIS023001,IIS  BORGHESE - FARANDA - PATTI,VIA MONSIGNORE A.FICARRA,98066,PATTI,MEIS023001@istruzione.it,094121007
ISTITUTO SUPERIORE,MEIS02400R,ITC CAPO D'ORLANDO MERENDINO,CONTRADA SANTA LUCIA,98071,CAPO D'ORLANDO,MEIS02400R@istruzione.it,0941901063
ISTITUTO SUPERIORE,MEIS027008,VERONA TRENTO - MESSINA,VIA UGO BASSI IS. 148,98123,MESSINA,MEIS027008@istruzione.it,0902934854
ISTITUTO SUPERIORE,MEIS02900X,"""MAUROLICO"" MESSINA",VIA CAVOUR 63,98122,MESSINA,MEIS02900X@istruzione.it,0090672110
ISTITUTO SUPERIORE,MEIS03100X,LA FARINA - BASILE,VIA ORATORIO DELLA PACE 5,98122,MESSINA,MEIS03100X@istruzione.it,09044910
ISTITUTO SUPERIORE,MEIS03200Q,ISTITUTO SUPERIORE CAMINITI-TRIMARCHI,VIA LUNGOMARE CENTRO,98028,SANTA TERESA DI RIVA,MEIS03200Q@istruzione.it,0942793130
ISTITUTO SUPERIORE,MEIS03300G,"I.I.S.S. ""PUGLIATTI "" TAORMINA",CONTRADA ARANCIO SNC,98039,TAORMINA,MEIS03300G@istruzione.it,094250237
ISTITUTO SUPERIORE,MEIS03400B,BARCELLONA MEDI,VIA DEGLI STUDI 74,98051,BARCELLONA POZZO DI GOTTO,MEIS03400B@istruzione.it,0909761268
ISTITUTO SUPERIORE,MEIS03700V,"IST. TEC. ECONOMICO ""A.M.JACI""",VIA CESARE BATTISTI 88,98122,MESSINA,MEIS03700V@istruzione.it,090710401
CPIA,MEMM574003,CPIA - MESSINA,"VIA UNIVERSITA', 2",98122,MESSINA,MEMM574003@istruzione.it,0907000453
LICEO CLASSICO,MEPC060006,LICEO VITTORIO EMANUELE III PATTI,VIA TRIESTE 43,98066,PATTI,MEPC060006@istruzione.it,094121409
ISTITUTO MAGISTRALE,MEPM010009,""" AINIS "" MESSINA",VIA ANTONELLO FRERI,98124,MESSINA,MEPM010009@istruzione.it,0902935964
LICEO SCIENTIFICO,MEPS010008,"""ARCHIMEDE"" MESSINA",V.LE REG. MARGHERITA 3,98121,MESSINA,MEPS010008@istruzione.it,09052438
LICEO SCIENTIFICO,MEPS03000D,"""SEGUENZA"" MESSINA",VIA S. AGOSTINO N.1,98122,MESSINA,MEPS03000D@istruzione.it,0090673569
LICEO SCIENTIFICO,MEPS22000L,LICEO LUCIO PICCOLO,VIA CONSOLARE ANTICA SNC,98071,CAPO D'ORLANDO,MEPS22000L@istruzione.it,0941902103
IST TEC COMMERCIALE E PER GEOMETRI,METD05000E,I.T. L.DA VINCI ECONOMICO TECNOLOGICO,VIA COLONNELLO MAGISTRI,98057,MILAZZO,METD05000E@istruzione.it,0909281320
IST TEC COMMERCIALE E PER GEOMETRI,METD08000A,"ITET ""E. FERMI"" ECONOMICO E TECNOLOGICO",VIA PITAGORA 42,98051,BARCELLONA POZZO DI GOTTO,METD08000A@istruzione.it,0909798024
IST TEC COMMERCIALE E PER GEOMETRI,METD110001,"ITET  "" G. TOMASI DI LAMPEDUSA""",VIA PARCO DEGLI ULIVI,98076,SANT'AGATA DI MILITELLO,METD110001@istruzione.it,0941702142
ISTITUTO TECNICO INDUSTRIALE,METF020001,ISTITUTO TECNICO TECNOLOGICO E.MAJORANA,"VIA TRE MONTI , 4",98057,MILAZZO,METF020001@istruzione.it,0909221775
ISTITUTO TECNICO INDUSTRIALE,METF03000G,ITT-LSSA COPERNICO,VIA ROMA 250,98051,BARCELLONA POZZO DI GOTTO,METF03000G@istruzione.it,0909797333
ISTITUTO TECNICO INDUSTRIALE,METF040006,ITI S.AGATA M.LLO TORRICELLI,VIA VALLONE POSTA,98076,SANT'AGATA DI MILITELLO,METF040006@istruzione.it,0941706035
ISTITUTO TECNICO NAUTICO,METH01000T,"I.T.T.L.  ""CAIO DUILIO""",VIA GIUSEPPE LA FARINA N.70,98123,MESSINA,METH01000T@istruzione.it,0902931850
DIREZIONE DIDATTICA,PAEE00300B,D.D. E. ARCULEO - PA,VIA VITO SCHIFANI 3,90129,PALERMO,PAEE00300B@istruzione.it,091484496
DIREZIONE DIDATTICA,PAEE012006,D.D. F. SAVERIO CAVALLARI - PA,CORSO DEI MILLE 793,90123,PALERMO,PAEE012006@istruzione.it,0916215303
DIREZIONE DIDATTICA,PAEE013002,D.D. A. DE GASPERI - PA,P.ZZA PAPA GIOVANNI PAOLO II,90146,PALERMO,PAEE013002@istruzione.it,091513992
DIREZIONE DIDATTICA,PAEE017009,D.D. E. DE AMICIS - PA,"VIA ROSSO S.SECONDO, 1",90135,PALERMO,PAEE017009@istruzione.it,091409294
DIREZIONE DIDATTICA,PAEE019001,D.D. A. GABELLI - PA,VIA EUGENIO L'EMIRO 30,90135,PALERMO,PAEE019001@istruzione.it,091214069
DIREZIONE DIDATTICA,PAEE020005,D.D. N. GARZILLI - PA,VIA ISONZO 7,90144,PALERMO,PAEE020005@istruzione.it,0916253767
DIREZIONE DIDATTICA,PAEE02900G,D.D. MONTI IBLEI - PA,VIA MONTE SAN CALOGERO 20,90146,PALERMO,PAEE02900G@istruzione.it,091517943
DIREZIONE DIDATTICA,PAEE03100G,D.D. E. SALGARI - PA,VIA PARATORE 34,90124,PALERMO,PAEE03100G@istruzione.it,0916477710
DIREZIONE DIDATTICA,PAEE03200B,D.D. F. ORESTANO - PA,VIA CONTE FEDERICO 1,90124,PALERMO,PAEE03200B@istruzione.it,0919828966
DIREZIONE DIDATTICA,PAEE033007,D.D. ALESSANDRA SIRAGUSA - PA,"VIA AMM. U. CAGNI,42",90146,PALERMO,PAEE033007@istruzione.it,0916711192
DIREZIONE DIDATTICA,PAEE034003,D.D. PARTANNA MONDELLO - PA,"VIA SANTOCANALE, 23/B",90151,PALERMO,PAEE034003@istruzione.it,091451555
DIREZIONE DIDATTICA,PAEE03700E,D.D. RAGUSA MOLETI - PA,VIA RAGUSA MOLETI 8,90129,PALERMO,PAEE03700E@istruzione.it,0916570710
DIREZIONE DIDATTICA,PAEE039006,D.D. ROSOLINO PILO - PA,VIA S.LA FRANCA 70,90127,PALERMO,PAEE039006@istruzione.it,0916162518
DIREZIONE DIDATTICA,PAEE04000A,D.D. NAZARIO SAURO - PA,VIA AMEDEO D'AOSTA 20,90123,PALERMO,PAEE04000A@istruzione.it,0916217274
DIREZIONE DIDATTICA,PAEE042002,D.D. TOMASELLI - PA,"VIA ABRUZZI,2",90144,PALERMO,PAEE042002@istruzione.it,091204823
DIREZIONE DIDATTICA,PAEE054008,D.D. BAGHERIA I - G. BAGNERA,PIAZZA LEONARDO DA VINCI,90011,BAGHERIA,PAEE054008@istruzione.it,091943332
DIREZIONE DIDATTICA,PAEE055004,D.D. BAGHERIA II- G. CIRINCIONE,VIA D'AMICO 1,90011,BAGHERIA,PAEE055004@istruzione.it,091943014
DIREZIONE DIDATTICA,PAEE05700Q,"D.D. "" KAROL WOJTYLA""",PIAZZA DELLA LIBERTA',90031,BELMONTE MEZZAGNO,PAEE05700Q@istruzione.it,0918729820
DIREZIONE DIDATTICA,PAEE063003,D.D. CAPACI - A. DE GASPERI,CORSO ISOLA DELLE FEMMINE SNC,90040,CAPACI,PAEE063003@istruzione.it,0918671318
DIREZIONE DIDATTICA,PAEE077001,D.D. MISILMERI I - TRAINA,VIA FIUME N. 2,90036,MISILMERI,PAEE077001@istruzione.it,0918722600
DIREZIONE DIDATTICA,PAEE09300V,D.D. TERMINI IMERESE I CIRCOLO,VIA DEL MAZZIERE,90018,TERMINI IMERESE,PAEE09300V@istruzione.it,0918113191
DIREZIONE DIDATTICA,PAEE09500E,D.D. VILLABATE I - DON MILANI,CORSO VITTORIO EMANUELE N.136,90039,VILLABATE,PAEE09500E@istruzione.it,0916143526
DIREZIONE DIDATTICA,PAEE10200C,D.D. BAGHERIA III-L. PIRANDELLO,VIA FILIPPO BUTTITTA,90011,BAGHERIA,PAEE10200C@istruzione.it,091961624
DIREZIONE DIDATTICA,PAEE103008,D.D. CASTELDACCIA,VIA LUNGARINI,90014,CASTELDACCIA,PAEE103008@istruzione.it,091953342
DIREZIONE DIDATTICA,PAEE10700G,D.D. TERRASINI - DON L. MILANI,VIA PAPA GIOVANNI,90049,TERRASINI,PAEE10700G@istruzione.it,0918619715
DIREZIONE DIDATTICA,PAEE11300V,D.D. VILLABATE II,VIA FIDUCCIA 7/A,90039,VILLABATE,PAEE11300V@istruzione.it,0916159077
DIREZIONE DIDATTICA,PAEE117006,D.D. MISILMERI II- V. LANDOLINA,"VIA ELIO VITTORINI, SNC",90036,MISILMERI,PAEE117006@istruzione.it,0918734841
ISTITUTO COMPRENSIVO,PAIC81000C,I.C. CAMPOFELICE /COLLESANO,"VIA PAPA GIOVANNI XXIII, 19",90010,CAMPOFELICE DI ROCCELLA,PAIC81000C@istruzione.it,0921428271
ISTITUTO COMPRENSIVO,PAIC811008,I.C. ALTAVILLA MILICIA,VIA CADUTI DI NASSIRIYA N.4,90010,ALTAVILLA MILICIA,PAIC811008@istruzione.it,091951037
ISTITUTO COMPRENSIVO,PAIC812004,I.C. CIMINNA -DON RIZZO,"VIA TRIESTE,25",90023,CIMINNA,PAIC812004@istruzione.it,0918204487
ISTITUTO COMPRENSIVO,PAIC81300X,I.C.PEREZ-M.TERESA DI CALCUTTA,P.ZZA PEREZ N.1,90127,PALERMO,PAIC81300X@istruzione.it,0916172218
ISTITUTO COMPRENSIVO,PAIC81400Q,I.C. BORGETTO/ PARTINICO,"VIA PRIMAVERA DI PRAGA, 1",90042,BORGETTO,PAIC81400Q@istruzione.it,0918981036
ISTITUTO COMPRENSIVO,PAIC81500G,I.C. SAN CIPIRELLO,"VIA A.GRAMSCI,2",90040,SAN CIPIRELLO,PAIC81500G@istruzione.it,0918581053
ISTITUTO COMPRENSIVO,PAIC81600B,"I.C. ""ALFONSO GIORDANO""",VIA AUTONOMIA 17/A,90025,LERCARA FRIDDI,PAIC81600B@istruzione.it,0918251147
ISTITUTO COMPRENSIVO,PAIC817007,I.C. BEATO DON PINO PUGLISI,VIA SAN MARCO 59,90030,VILLAFRATI,PAIC817007@istruzione.it,0918201468
ISTITUTO COMPRENSIVO,PAIC818003,I.C. POLLINA/S.MAURO CASTELVERD,VIA L. SCIASCIA,90010,POLLINA,PAIC818003@istruzione.it,0921426567
ISTITUTO COMPRENSIVO,PAIC81900V,I.C. CALTAVUTURO -G. ODDO,P.TTA CAV. DI VITT.VENETO N.1,90022,CALTAVUTURO,PAIC81900V@istruzione.it,0921541196
ISTITUTO COMPRENSIVO,PAIC820003,I.C. CASTELLANA S. /POLIZZI G.,CONTRADA FRAZZUCCHI,90020,CASTELLANA SICULA,PAIC820003@istruzione.it,0921562586
ISTITUTO COMPRENSIVO,PAIC82300E,I.C. CHIUSA/SCLAFANI- G. REINA,"VIA COCCHIARA,4",90033,CHIUSA SCLAFANI,PAIC82300E@istruzione.it,0918354028
ISTITUTO COMPRENSIVO,PAIC825006,I.C. MONTEMAGGIORE BELSITO,VIA GIUNTA MUNICIPALE,90020,MONTEMAGGIORE BELSITO,PAIC825006@istruzione.it,0918996224
ISTITUTO COMPRENSIVO,PAIC82800N,I.C. ALIA/ROCCAPALUMBA/VALLEDOL,"VIA PAGLIERE, 1",90021,ALIA,PAIC82800N@istruzione.it,0918214328
ISTITUTO COMPRENSIVO,PAIC82900D,I.C. CERDA- L. PIRANDELLO,VIA A.DE GASPERI N.2/4,90010,CERDA,PAIC82900D@istruzione.it,0918999873
